"","dataset","batch","organism","cultivar","gm","zadok_scale","intermediate_age","high_level_age","low_level_tissue","intermediate_tissue","high_level_tissue","treatment","library"
"SAMEA104707247","azhurnaya",154,"Triticum aestivum","Azhurnaya","wt",73,"Seed_development","Grain_development","shoot_axis","shoot_mix","shoot","control","paired"
"SAMEA104707248","azhurnaya",154,"Triticum aestivum","Azhurnaya","wt",73,"Seed_development","Grain_development","shoot_axis","shoot_mix","shoot","control","paired"
"SAMEA104707249","azhurnaya",154,"Triticum aestivum","Azhurnaya","wt",73,"Seed_development","Grain_development","shoot_axis","shoot_mix","shoot","control","paired"
"SAMEA104707132","azhurnaya",155,"Triticum aestivum","Azhurnaya","wt",22,"Tillering","Vegetative","shoot_axis","shoot_mix","shoot","control","paired"
"SAMEA104707133","azhurnaya",155,"Triticum aestivum","Azhurnaya","wt",22,"Tillering","Vegetative","shoot_axis","shoot_mix","shoot","control","paired"
"SAMEA104707134","azhurnaya",155,"Triticum aestivum","Azhurnaya","wt",22,"Tillering","Vegetative","shoot_axis","shoot_mix","shoot","control","paired"
"SAMEA104707151","azhurnaya",156,"Triticum aestivum","Azhurnaya","wt",37,"Floret_development","Reproductive","shoot_axis","shoot_mix","shoot","control","paired"
"SAMEA104707152","azhurnaya",156,"Triticum aestivum","Azhurnaya","wt",37,"Floret_development","Reproductive","shoot_axis","shoot_mix","shoot","control","paired"
"SAMEA104707153","azhurnaya",156,"Triticum aestivum","Azhurnaya","wt",37,"Floret_development","Reproductive","shoot_axis","shoot_mix","shoot","control","paired"
"SAMEA104707178","azhurnaya",157,"Triticum aestivum","Azhurnaya","wt",45,"Booting","Reproductive","shoot_axis","shoot_mix","shoot","control","paired"
"SAMEA104707179","azhurnaya",157,"Triticum aestivum","Azhurnaya","wt",45,"Booting","Reproductive","shoot_axis","shoot_mix","shoot","control","paired"
"SAMEA104707180","azhurnaya",157,"Triticum aestivum","Azhurnaya","wt",45,"Booting","Reproductive","shoot_axis","shoot_mix","shoot","control","paired"
"SAMEA104707202","azhurnaya",158,"Triticum aestivum","Azhurnaya","wt",54,"Heading","Reproductive","spikelet","flower_mix","inflorescence","control","paired"
"SAMEA104707203","azhurnaya",158,"Triticum aestivum","Azhurnaya","wt",54,"Heading","Reproductive","spikelet","flower_mix","inflorescence","control","paired"
"SAMEA104707204","azhurnaya",158,"Triticum aestivum","Azhurnaya","wt",54,"Heading","Reproductive","spikelet","flower_mix","inflorescence","control","paired"
"SAMEA104707092","azhurnaya",159,"Triticum aestivum","Azhurnaya","wt",11,"Leaf_development","Vegetative","stem_axis","shoot_mix","shoot","control","paired"
"SAMEA104707093","azhurnaya",159,"Triticum aestivum","Azhurnaya","wt",11,"Leaf_development","Vegetative","stem_axis","shoot_mix","shoot","control","paired"
"SAMEA104707094","azhurnaya",159,"Triticum aestivum","Azhurnaya","wt",11,"Leaf_development","Vegetative","stem_axis","shoot_mix","shoot","control","paired"
"SAMEA104707107","azhurnaya",160,"Triticum aestivum","Azhurnaya","wt",13,"Leaf_development","Vegetative","third_leaf_blade","leaf","shoot","control","paired"
"SAMEA104707108","azhurnaya",160,"Triticum aestivum","Azhurnaya","wt",13,"Leaf_development","Vegetative","third_leaf_blade","leaf","shoot","control","paired"
"SAMEA104707110","azhurnaya",161,"Triticum aestivum","Azhurnaya","wt",13,"Leaf_development","Vegetative","third_leaf_sheath","leaf","shoot","control","paired"
"SAMEA104707111","azhurnaya",161,"Triticum aestivum","Azhurnaya","wt",13,"Leaf_development","Vegetative","third_leaf_sheath","leaf","shoot","control","paired"
"SAMEA104707112","azhurnaya",161,"Triticum aestivum","Azhurnaya","wt",13,"Leaf_development","Vegetative","third_leaf_sheath","leaf","shoot","control","paired"
"SAMN08623675","CS_dataset",162,"Triticum aestivum","CS","wt",13,"Leaf_development","Vegetative","leaf","leaf","shoot","control","paired"
"SAMN08623671","CS_dataset",163,"Triticum aestivum","CS","wt",13,"Leaf_development","Vegetative","leaf","leaf","shoot","control","paired"
"SAMN08623672","CS_dataset",164,"Triticum aestivum","CS","wt",13,"Leaf_development","Vegetative","leaf","leaf","shoot","control","paired"
"SAMN08623673","CS_dataset",165,"Triticum aestivum","CS","wt",13,"Leaf_development","Vegetative","leaf","leaf","shoot","control","paired"
"SAMN08623674","CS_dataset",166,"Triticum aestivum","CS","wt",13,"Leaf_development","Vegetative","leaf","leaf","shoot","control","paired"
"SAMN08630928","CS_dataset",167,"Triticum aestivum","CS","wt",13,"Leaf_development","Vegetative","root","root_mix","root","control","paired"
"SAMN08630924","CS_dataset",168,"Triticum aestivum","CS","wt",13,"Leaf_development","Vegetative","root","root_mix","root","control","paired"
"SAMN08630925","CS_dataset",169,"Triticum aestivum","CS","wt",13,"Leaf_development","Vegetative","root","root_mix","root","control","paired"
"SAMN08630926","CS_dataset",170,"Triticum aestivum","CS","wt",13,"Leaf_development","Vegetative","root","root_mix","root","control","paired"
"SAMN08630927","CS_dataset",171,"Triticum aestivum","CS","wt",13,"Leaf_development","Vegetative","root","root_mix","root","control","paired"
"SAMN08630929","CS_dataset",172,"Triticum aestivum","CS","wt",65,"Anthesis","Reproductive","spike","flower_mix","inflorescence","control","paired"
"SAMN08630930","CS_dataset",173,"Triticum aestivum","CS","wt",65,"Anthesis","Reproductive","spike","flower_mix","inflorescence","control","paired"
"SAMN08630931","CS_dataset",174,"Triticum aestivum","CS","wt",65,"Anthesis","Reproductive","spike","flower_mix","inflorescence","control","paired"
"SAMEA104694773","aneuoploidy_control",175,"Triticum aestivum","CS","wt",17,"Leaf_development","Vegetative","fourth_leaf","leaf","shoot","control","single"
"SAMEA104694774","aneuoploidy_control",175,"Triticum aestivum","CS","wt",17,"Leaf_development","Vegetative","fourth_leaf","leaf","shoot","control","single"
"SAMEA104694775","aneuoploidy_control",175,"Triticum aestivum","CS","wt",17,"Leaf_development","Vegetative","fourth_leaf","leaf","shoot","control","single"
"SAMEA104694776","aneuoploidy_control",176,"Triticum aestivum","CS","wt",17,"Leaf_development","Vegetative","root","root_mix","root","control","paired"
"SAMEA104694777","aneuoploidy_control",176,"Triticum aestivum","CS","wt",17,"Leaf_development","Vegetative","root","root_mix","root","control","paired"
"SAMEA104694778","aneuoploidy_control",176,"Triticum aestivum","CS","wt",17,"Leaf_development","Vegetative","root","root_mix","root","control","paired"
"SAMEA104694779","aneuoploidy_control",175,"Triticum aestivum","CS","wt",17,"Leaf_development","Vegetative","fourth_leaf","leaf","shoot","control","single"
